Date,Day,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa),
20/3/2014,Th,20.6,30,0.6,9.6,10.4,ENE,35,15:03,27.6,56,5,E,15,1022,27.7,50,5,E,20,1019.4,20/3/2014/3/2014
21/3/2014,Fr,19.2,29,0.2,7.8,8.7,NE,28,14:13,25.3,64,6,ESE,9,1019.7,28.7,51,2,ENE,9,1016.4,21/3/2014/3/2014
22/3/2014,Sa,19.6,29.5,0.6,6.2,9.9,E,24,12:57,25.7,64,6,S,6,1018.2,27.6,55,1,ENE,13,1015.3,22/3/2014/3/2014
23/3/2014,Su,19.2,31.6,0,7,10.8,ENE,24,16:10,25.4,68,7,S,4,1018.3,28.7,55,2,ENE,13,1014.2,23/3/2014/3/2014
24/3/2014,Mo,20.1,28.8,0,5.2,5.2,NNE,24,16:11,26,61,6,W,4,1016,27.4,60,7,NE,9,1012.8,24/3/2014/3/2014
25/3/2014,Tu,19.8,26.5,22.4,5,1.1,SSW,22,2:10,24,81,7,WSW,4,1018.1,23.4,85,8,SE,6,1016.8,25/3/2014/3/2014
26/3/2014,We,21.7,27.2,21.6,3.4,0,ENE,39,9:31,25.4,76,8,ENE,17,1019.1,26,68,7,ENE,20,1017.6,26/3/2014/3/2014
27/3/2014,Th,21.1,23.8,5.6,3,0,E,37,14:37,23,89,8,SE,4,1020.4,23.3,91,8,ENE,11,1016.1,27/3/2014/3/2014
28/3/2014,Fr,20.7,28.9,82.6,,5.7,ENE,37,2:06,21.8,93,8,SSW,2,1016.2,24.7,89,7,Calm,,1012.5,28/3/2014/3/2014
29/3/2014,Sa,21.8,32.6,3.2,2.8,10.1,N,15,21:39,26.5,75,7,NW,4,1016.7,30.6,59,7,NNE,6,1012.9,29/3/2014/3/2014
30/3/2014,Su,22.7,25.6,0.8,6,0.5,SSE,22,16:59,25.1,88,7,S,6,1018.8,24.3,87,8,SW,4,1016.5,30/3/2014/3/2014
31/3/2014,Mo,20.3,29.3,2.2,0,9.5,E,28,13:23,25.6,74,3,SW,7,1019.8,27.4,61,3,E,15,1016.8,31/3/2014/3/2014
1/2/2014,Sa,21.5,28.8,0,6.6,10.9,E,35,15:24,25.8,56,7,E,19,1013.2,27.5,55,3,E,13,1011.4,1/2/2014/2/2014
2/2/2014,Su,21,30,0,9,9.2,E,28,15:43,26.8,57,5,ESE,9,1014.3,28.4,49,2,E,15,1012.1,2/2/2014/2/2014
3/2/2014,Mo,19.7,28.7,1.6,9.6,7.4,E,31,12:32,24.7,63,5,E,7,1013.6,26.3,59,5,E,13,1012.2,3/2/2014/2/2014
4/2/2014,Tu,19,29.7,0.6,7,10.6,ENE,31,13:27,25.5,62,4,SSE,4,1013.5,27.9,54,1,E,17,1012,4/2/2014/2/2014
5/2/2014,We,20,29.9,0,7.2,9.1,SSE,39,17:35,26.4,53,3,SSE,17,1015.6,28.6,46,6,SE,17,1013.6,5/2/2014/2/2014
6/2/2014,Th,19.1,27.4,0.2,8.8,4.5,SSE,31,11:14,24.7,55,7,SE,13,1016,25.8,57,8,E,13,1013.9,6/2/2014/2/2014
7/2/2014,Fr,19.6,28.6,0,8,2.9,ENE,30,13:01,24.5,60,7,SSE,9,1016.5,25.5,58,7,E,13,1015.3,7/2/2014/2/2014
8/2/2014,Sa,19.9,29.2,0,6.4,10.7,E,28,14:52,25.8,56,6,E,11,1018.1,27.6,55,3,ENE,13,1016.5,8/2/2014/2/2014
9/2/2014,Su,21.8,29.1,0,8.6,3.9,E,22,10:43,26.8,59,7,E,9,1019.8,26.4,66,7,ENE,9,1017.1,9/2/2014/2/2014
10/2/2014,Mo,21.9,28.8,0,5,5.1,E,24,15:40,25.3,67,7,SE,2,1016.8,28.4,56,4,ENE,11,1014.4,10/2/2014/2/2014
11/2/2014,Tu,19.5,29.2,0,7.2,10.7,ENE,24,14:17,25.5,59,6,SW,6,1016.5,28.2,51,6,NE,11,1013.3,11/2/2014/2/2014
12/2/2014,We,19.2,29.8,0,8,12.1,NE,30,14:27,26.1,56,3,SSE,6,1016.2,28.9,47,1,ENE,11,1013.5,12/2/2014/2/2014
13/2/2014,Th,19.7,30.8,0,7,11.2,,,,26.8,63,1,NNW,4,1015,28.9,53,1,ENE,15,1011.2,13/2/2014/2/2014
14/2/2014,Fr,22.1,30,,8.4,6.4,NE,31,16:05,26.4,60,6,NW,7,1010.7,27.9,58,6,NNE,11,1005.8,14/2/2014/2/2014
15/2/2014,Sa,23.2,31.6,0,8,8.7,NE,35,17:17,27.8,60,7,NE,4,1006.6,29.6,60,4,NE,15,1002.6,15/2/2014/2/2014
16/2/2014,Su,23.7,32.6,0,9.4,12,NE,35,15:30,29.6,59,6,NNE,7,1006.2,30.4,65,1,NNE,17,1002.1,16/2/2014/2/2014
17/2/2014,Mo,23.4,34.1,0,10.8,9.7,E,33,14:35,30.4,52,1,NE,6,1009.3,28.7,64,4,E,17,1008.7,17/2/2014/2/2014
18/2/2014,Tu,23.4,31.3,8.4,7.8,9.3,ENE,24,12:39,25.3,85,6,SE,4,1012.1,29.9,61,2,ENE,9,1008.2,18/2/2014/2/2014
19/2/2014,We,23,31.9,0.2,7.4,11.7,NE,33,16:50,29.1,57,1,NNE,7,1009.4,30.3,58,1,NNE,13,1005.3,19/2/2014/2/2014
20/2/2014,Th,25.6,33.4,0,9,7.9,NNE,26,16:51,29.3,64,6,NNW,9,1009.4,31.2,60,1,NE,15,1007.1,20/2/2014/2/2014
21/2/2014,Fr,24.6,34,0,9.6,9.1,SSE,31,20:27,30.3,64,6,SW,6,1012,30.5,64,4,E,15,1009.9,21/2/2014/2/2014
22/2/2014,Sa,23.2,27.4,2.2,8.2,0,SE,31,11:29,25.5,65,7,SE,13,1015.5,25,67,7,SE,13,1015,22/2/2014/2/2014
23/2/2014,Su,21.2,30.2,0,8,10,SE,43,16:11,26.6,49,6,SE,17,1017.8,28.3,44,3,ESE,19,1015.6,23/2/2014/2/2014
24/2/2014,Mo,19.6,28.5,1.2,8.4,7.8,SSE,28,11:01,24.9,68,1,SE,9,1018.1,27.3,46,4,ESE,17,1015.4,24/2/2014/2/2014
25/2/2014,Tu,19.9,29.6,1.4,9.2,8.4,E,31,14:33,25.4,64,4,SSE,9,1016.9,28.3,51,6,E,15,1013.3,25/2/2014/2/2014
26/2/2014,We,19.1,29.5,0,8.4,10.7,ENE,24,15:10,25.9,58,4,SSW,4,1016.1,28.6,50,2,ENE,13,1013.1,26/2/2014/2/2014
27/2/2014,Th,19.3,30.7,0,7.2,12.2,NE,24,14:39,26.6,56,2,WNW,6,1016.5,29,46,1,NE,13,1013.7,27/2/2014/2/2014
28/2/2014,Fr,20.6,30.9,0,8,7.4,E,35,12:36,27.1,59,5,ESE,9,1017.9,28.9,48,4,E,17,1015.1,28/2/2014/2/2014
1/1/2014,We,20.6,30.6,0,3.4,12.5,ENE,31,14:18,28.8,52,4,SE,7,1015.2,28.9,52,1,ENE,11,1013.1,1/1/2014/1/2014
2/1/2014,Th,21.1,31.8,0,9,8.6,NE,24,16:37,26.8,58,7,NNW,6,1011.9,29.8,54,7,NNE,9,1008.1,2/1/2014/1/2014
3/1/2014,Fr,22.7,34.5,1,8.6,11.2,NNE,35,18:53,30.6,55,2,NNE,4,1006.7,32,57,2,NNE,15,1001.7,3/1/2014/1/2014
4/1/2014,Sa,23.8,38.7,0,10.4,12.8,E,30,18:04,34.4,45,1,N,7,1001.3,35.5,47,1,NE,15,997.5,4/1/2014/1/2014
5/1/2014,Su,23.9,33.6,0,11,6.1,ENE,26,14:54,27.8,64,8,SSW,4,1008.4,31.6,59,4,ENE,13,1005.5,5/1/2014/1/2014
6/1/2014,Mo,25.9,34.8,0,4.2,6.4,W,46,16:04,29.4,68,6,NE,2,1007.9,30.3,66,6,ENE,11,1004.9,6/1/2014/1/2014
7/1/2014,Tu,22.5,31.2,40.2,9.2,8.6,,,,27.8,50,6,SE,11,1013.3,26.9,52,6,ESE,22,1012.8,7/1/2014/1/2014
8/1/2014,We,21.8,29.6,0.4,13,9.3,ESE,33,15:48,27.3,50,7,E,15,1018.3,28.1,48,7,ESE,17,1016.7,8/1/2014/1/2014
9/1/2014,Th,20.4,28.6,0.2,8.2,4.9,E,31,12:31,23.6,66,8,SE,9,1020.9,27.1,41,7,E,13,1018.7,9/1/2014/1/2014
10/1/2014,Fr,19.4,27.8,1.4,7,1.5,E,30,9:37,25.8,65,5,SSE,7,1020.4,25.9,61,7,ENE,9,1018.3,10/1/2014/1/2014
11/1/2014,Sa,19.6,29.8,0,4.4,10.5,ENE,26,14:46,27.2,52,5,E,7,1018.9,28.8,45,2,E,11,1015.2,11/1/2014/1/2014
12/1/2014,Su,19.5,30.6,0,8.4,10.5,E,33,15:43,27.8,51,4,SSE,6,1016.5,28.6,50,2,E,15,1014.3,12/1/2014/1/2014
13/1/2014,Mo,19.5,29.6,0,8.4,13.2,ESE,35,16:22,25.9,58,4,SSE,11,1018.3,28.2,51,1,E,15,1016.4,13/1/2014/1/2014
14/1/2014,Tu,20.4,30.2,0,9.2,12.7,E,33,13:02,27.3,49,4,E,11,1019.7,27.1,55,4,E,15,1018.8,14/1/2014/1/2014
15/1/2014,We,19.1,30.4,0,8.6,12.2,E,31,15:28,27.4,56,3,E,13,1021.3,28.4,49,2,E,19,1019.4,15/1/2014/1/2014
16/1/2014,Th,20.2,30.6,0,9.8,11.8,,,,27.9,53,3,E,17,1019.5,29.7,49,2,E,15,1016.4,16/1/2014/1/2014
17/1/2014,Fr,20.8,30.8,0.2,10.4,12.2,E,35,12:07,26.5,55,3,E,13,1016.4,28.8,47,1,E,15,1013.5,17/1/2014/1/2014
18/1/2014,Sa,20.1,30.4,0,9.6,11.4,ENE,37,15:42,27.3,54,4,SE,6,1014.1,29.8,44,2,E,11,1010.7,18/1/2014/1/2014
19/1/2014,Su,20.1,31.8,0,9.6,12.2,ENE,28,14:55,26.6,56,4,SE,6,1009.7,29.3,51,1,ENE,15,1006.2,19/1/2014/1/2014
20/1/2014,Mo,20.5,33.5,0,8,12.6,NE,30,17:51,28.3,58,2,S,6,1009.1,31.7,48,1,NE,13,1005.6,20/1/2014/1/2014
21/1/2014,Tu,23.6,32.9,0,8.6,12.5,NNE,39,16:09,30.2,53,1,NNE,6,1009.6,31.1,62,1,NNE,15,1005.2,21/1/2014/1/2014
22/1/2014,We,25.5,35.3,0,10,8.2,E,33,13:43,31,55,5,S,6,1011.4,33.4,54,3,E,15,1010.6,22/1/2014/1/2014
23/1/2014,Th,23.9,30.1,2.2,8.4,3.9,SE,35,17:03,26.6,80,6,NW,4,1016.6,23.9,89,8,E,9,1015.1,23/1/2014/1/2014
24/1/2014,Fr,20.7,29.2,94,10.4,3.6,,,,25.7,79,7,SE,6,1014.6,27.8,62,7,ENE,11,1010.9,24/1/2014/1/2014
25/1/2014,Sa,23.6,28.7,2,3,1.2,SE,37,17:32,27.8,69,7,W,9,1009.6,26.7,65,7,SE,19,1009.3,25/1/2014/1/2014
26/1/2014,Su,21.4,28.5,1.2,6.4,8.9,SE,46,16:08,25.3,60,7,SE,11,1018.7,27.4,46,6,SE,19,1017.7,26/1/2014/1/2014
27/1/2014,Mo,19.8,28.6,0,9.2,7.3,ESE,37,13:34,25.8,49,7,ESE,13,1020,26.4,50,7,E,20,1018.9,27/1/2014/1/2014
28/1/2014,Tu,21.5,26.7,0,9.4,3.7,E,37,9:59,24.6,61,7,E,20,1019.5,24.8,63,7,E,20,1017.2,28/1/2014/1/2014
29/1/2014,We,19.7,27.4,0.8,6.8,4.5,E,35,9:56,23.3,78,7,ESE,4,1017.2,25.4,60,6,E,13,1015.2,29/1/2014/1/2014
30/1/2014,Th,21.4,28.4,0.2,8.4,3.6,E,35,13:05,25,64,7,ESE,6,1017.5,26.3,49,5,E,19,1015.9,30/1/2014/1/2014
31/1/2014,Fr,22.7,26.9,0,6.8,1.2,NE,33,12:30,25,54,7,E,15,1014.8,25.6,57,7,ESE,15,1013.3,31/1/2014/1/2014
