Date,Day,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
19/8/2014,Tu,10.7,13.9,1.2,0.2,0.2,S,31,12:29,11.5,74,7,SSE,20,1024.8,13.2,60,7,S,20,1023.7
20/8/2014,We,10.2,13.6,0,1.8,0.2,S,26,3:35,11,55,,S,9,1027.1,12.8,62,,SSE,17,1026.4
21/8/2014,Th,8.4,18.1,0,1.4,7.4,N,37,13:57,9.8,83,7,WNW,6,1029.6,17.2,45,7,N,22,1026.9
22/8/2014,Fr,7.2,21.2,0,2.6,10.7,N,35,10:50,10.4,71,3,N,17,1031.4,19.2,31,4,NNE,11,1027.7
23/8/2014,Sa,7.3,20.5,,3.4,9.1,N,61,23:13,11,66,,N,26,1029.1,19.2,44,,NNE,33,1024.7
24/8/2014,Su,11,16.3,,3.6,3.5,N,59,0:15,12.8,69,,N,13,1026.9,15.5,40,,WSW,22,1025.2
25/8/2014,Mo,10.7,16.7,1.4,1.4,3.5,W,39,1:12,12,84,7,WSW,13,1026.4,15.7,57,6,SSE,24,1026
26/8/2014,Tu,7.8,19.4,0,1.4,8.5,N,22,23:51,9.9,89,7,WSW,6,1028.6,17.9,53,1,SSW,9,1025.4
27/8/2014,We,7.1,19.9,0,3.2,10.7,SW,28,4:00,10.3,83,0,NNW,7,1028.3,19.4,45,2,S,19,1026.9
28/8/2014,Th,8.1,20.2,0,2.8,10.6,S,28,15:08,8.1,91,8,NNE,9,1029.8,18,50,1,S,6,1026.7
29/8/2014,Fr,8,15.3,0,2.2,1.6,SSE,19,14:27,11.4,84,8,N,11,1030,14.2,67,7,S,9,1027.6
30/8/2014,Sa,11.2,21.4,0,1,10,N,41,14:13,12.1,80,,NNE,9,1026.3,20.5,42,,N,28,1021.5
31/8/2014,Su,10.8,21.6,0,5.6,7.1,N,74,23:19,15.3,56,,N,39,1019.2,20.9,36,,NNE,31,1014.5
1/7/2014,Tu,8.3,13.4,0.4,0.6,0.8,W,31,4:43,10.9,71,,W,17,1027.2,12.9,70,,WSW,17,1027.6
2/7/2014,We,10.8,17.3,0,1.2,5.5,W,31,12:36,12,65,7,WNW,20,1029.8,16,50,7,SW,13,1026.9
3/7/2014,Th,7.7,12.7,0,2.8,9.2,N,63,20:06,8.3,79,1,N,37,1025.1,11.4,67,1,N,35,1021.8
4/7/2014,Fr,8.2,12.9,0,2.4,7.8,N,78,10:05,8.6,73,5,N,43,1015.6,11.8,60,1,N,41,1012.2
5/7/2014,Sa,8.6,15.4,,1.6,1.5,W,54,15:01,11.2,69,,NNW,22,1012.7,14.8,59,,W,35,1011.6
6/7/2014,Su,10.3,14.1,,1.6,2.1,W,39,10:27,10.8,76,,W,24,1014.6,12.6,81,,WSW,28,1014
7/7/2014,Mo,9,16,0.8,1.6,7.4,N,59,23:08,9.2,87,2,N,17,1016.7,14.8,53,7,N,26,1013
8/7/2014,Tu,9.2,14.9,0,2.6,4.5,N,85,21:38,11.1,67,7,N,50,1011,14.3,49,4,N,44,1006
9/7/2014,We,9.3,11.2,0.2,4.4,1.3,N,76,0:41,9.5,68,7,N,35,997.8,9.1,81,8,W,9,996.6
10/7/2014,Th,7.7,15.6,4.6,0.2,2.7,W,54,11:29,10.1,72,7,WNW,26,1005.7,14.6,65,7,WSW,33,1007.6
11/7/2014,Fr,8,14.4,0.2,2,7.2,N,56,9:52,10.4,69,7,N,31,1016.2,14,65,5,N,24,1014.1
12/7/2014,Sa,7.2,11.6,,2.2,5.1,SW,57,14:23,7.4,74,,WSW,19,1021.5,10,71,,S,13,1024
13/7/2014,Su,5.2,15,,1.6,5.3,SW,31,13:39,7,77,,WNW,15,1031.7,13.5,56,,SW,19,1031.1
14/7/2014,Mo,6.9,13.4,5.8,0.8,2.1,N,37,23:38,9.5,88,7,N,9,1032.9,13,61,7,N,24,1028
15/7/2014,Tu,8.3,13.1,0,1.6,0.4,N,57,12:49,10.3,64,7,N,26,1019.5,12.4,62,7,N,30,1013.7
16/7/2014,We,9.7,14.7,2.2,1.4,6.9,N,57,23:18,10.7,78,7,N,24,1011.3,14.6,50,3,NW,24,1009.7
17/7/2014,Th,8.8,12.3,0,2.8,8.1,W,70,13:17,9.3,60,3,NNW,24,1009.1,10.9,55,6,WNW,35,1008.5
18/7/2014,Fr,5.9,14.3,3,2.4,6.8,SW,52,10:17,9.5,66,5,SW,20,1021.6,12.6,59,5,S,35,1023.7
19/7/2014,Sa,8.5,13.5,,1.4,1.6,SW,31,1:44,9.6,89,,SW,17,1029.3,12.5,68,,SSE,15,1029.3
20/7/2014,Su,7.9,13.7,,0.6,2.2,WNW,15,8:14,8.8,84,,W,11,1028.7,13.2,66,,Calm,,1026.6
21/7/2014,Mo,4.9,13.2,0.4,1.2,2.3,N,24,8:00,5.6,89,7,N,15,1026.7,12.5,68,7,E,9,1024.1
22/7/2014,Tu,5.6,12.5,0,0.4,3,NNE,17,20:53,7.1,93,8,N,9,1026.6,12.2,62,1,NNW,9,1024.6
23/7/2014,We,4.5,13.7,0,0,4.3,N,44,14:21,4.5,95,7,NNE,6,1024.2,13.4,54,7,N,28,1019.7
24/7/2014,Th,4.5,15,0,1.6,0.6,N,54,23:10,8.8,78,7,N,9,1016.5,14.5,56,7,NNE,26,1013.1
25/7/2014,Fr,8.8,16.1,,1.6,7.1,N,48,2:48,12.4,74,,N,30,1016.1,15.5,62,,N,30,1015.9
26/7/2014,Sa,12.3,15.3,,2.6,0.5,W,33,11:25,12.9,72,,WNW,15,1023.1,14.5,71,,WSW,17,1022.7
27/7/2014,Su,7,17,,1.4,6.2,N,57,23:09,9.7,76,,NNW,19,1025,15.7,51,,NW,15,1020.6
28/7/2014,Mo,9.7,16.9,1.4,3,9.6,N,63,7:37,11.4,60,3,N,50,1016.6,16.3,49,2,NNW,31,1012.2
29/7/2014,Tu,11.4,16.5,0,3.2,3.1,N,63,9:51,12,66,7,N,33,1010.4,15.9,58,7,N,33,1008
30/7/2014,We,11.9,19.1,0,2.6,6.5,NW,59,19:16,14.7,65,5,N,22,1012.6,17.9,54,,NNW,30,1010
31/7/2014,Th,13.7,19.9,0,4.8,7.3,NW,89,12:13,14.8,61,1,N,44,1000.8,16.4,43,7,NW,46,996.4
1/6/2014,Su,11.4,15.1,,0.2,0,N,30,16:45,13.8,93,,Calm,,1016.7,14.9,93,,N,13,1016.7
2/6/2014,Mo,11.5,17.4,7.8,1.2,1,N,22,5:46,12.6,84,7,W,7,1019.8,16,67,7,WSW,11,1017.6
3/6/2014,Tu,12.6,16.6,3.2,1,0.2,WSW,31,2:10,13.6,93,8,WSW,19,1017.6,16.1,83,7,WSW,13,1017.5
4/6/2014,We,10.8,18.6,3,1.2,5.2,N,37,9:52,12.5,78,7,N,28,1024.2,17.6,60,7,N,19,1023
5/6/2014,Th,11.9,17.1,5.2,1,3.2,SSE,26,12:38,13,85,7,SW,9,1029.1,14.8,68,6,S,15,1028.6
6/6/2014,Fr,8.5,16.6,0.8,0.4,2,SSW,17,15:11,10.7,85,7,Calm,,1031.8,15.3,61,7,S,9,1029.7
7/6/2014,Sa,10.5,17.5,,0.6,3.4,SW,35,13:23,12.8,87,,WSW,13,1030.8,14.9,87,,SW,22,1028.6
8/6/2014,Su,11.2,15.9,,1.4,4.9,SSE,33,10:13,12.7,54,,S,19,1032.4,14.2,59,,S,19,1032.5
9/6/2014,Mo,8.6,15.6,,1.8,8.1,S,19,11:08,9.7,69,,W,11,1034.7,14.8,73,,SSE,11,1031.6
10/6/2014,Tu,9.7,19,0.4,0.8,5.6,NNE,31,15:59,10.2,90,7,N,19,1031.4,18.3,51,7,NNE,15,1027.7
11/6/2014,We,6.9,16.6,0,1.6,6.6,N,57,10:50,9.2,77,7,N,17,1025,16.2,62,7,N,30,1021.1
12/6/2014,Th,9.2,16.3,0,2.2,0,N,63,23:38,12.3,71,8,N,26,1018.1,16.2,58,7,N,31,1014.7
13/6/2014,Fr,12.2,17,5.8,1.8,5.3,N,54,12:14,12.9,92,6,N,11,1013.1,16.5,65,3,N,28,1010.5
14/6/2014,Sa,10.3,15.8,,1.6,0.9,SSW,39,19:50,12.2,87,,W,11,1015.1,14.8,78,,SSW,17,1014.7
15/6/2014,Su,9.9,16.4,,1.8,5.5,SW,41,2:13,10.6,87,,WSW,20,1019,14.8,62,,SW,19,1018.6
16/6/2014,Mo,10.4,17,2.4,1,4.6,W,41,13:32,10.7,87,7,N,24,1018.9,14.3,78,7,W,28,1018.3
17/6/2014,Tu,10.1,16.3,2.2,0.8,3.4,W,31,1:31,11.1,85,7,WSW,20,1028.6,15.4,61,7,SSW,11,1029.1
18/6/2014,We,11.1,14.3,0,1,0.1,W,17,4:03,12.7,62,7,Calm,,1031.8,14,53,7,Calm,,1029.5
19/6/2014,Th,8,12.3,0,1.4,0.4,N,61,23:47,9.4,75,7,N,33,1025,12.2,70,7,N,33,1020.2
20/6/2014,Fr,9.3,15.5,0,2.2,5,N,61,10:00,11.3,75,3,N,41,1014.2,14.1,55,7,N,31,1012.3
21/6/2014,Sa,11.3,15.7,0,1.8,2.8,N,44,0:31,13,78,,N,22,1017.6,15,68,,N,30,1018
22/6/2014,Su,7.7,15.8,0,1.4,4.8,NNE,74,23:45,8.5,87,,N,30,1022.4,15,62,,N,28,1018.3
23/6/2014,Mo,8.5,14.7,0,4,3.5,N,85,2:27,13.2,67,4,N,54,1001.7,12.9,63,6,NW,30,997.3
24/6/2014,Tu,7.1,14.5,4.6,1,4.6,WSW,96,12:55,8.7,79,8,NNW,31,994.5,13.9,57,6,SW,48,1001.5
25/6/2014,We,8.6,16,6.2,3.6,3.4,WNW,54,12:54,11.2,73,7,W,19,1011.8,14.6,64,7,W,22,1012.6
26/6/2014,Th,11.2,16.8,0.6,3.6,4.5,W,67,3:41,12,61,4,W,24,1015.9,14.9,45,7,WNW,30,1016.6
27/6/2014,Fr,11,14.7,0,2.2,3.8,N,85,20:27,11.6,67,7,N,48,1012.3,14.2,48,7,N,48,1005
28/6/2014,Sa,9.6,13,,3.4,2.8,N,67,2:42,10.1,74,,N,28,996.5,12.5,58,,NNW,30,992.8
29/6/2014,Su,8.8,11.3,,2.4,1,W,57,5:27,10,75,,W,28,1001.8,10.1,79,,WSW,31,1006.2
30/6/2014,Mo,6.5,13.3,11.2,2,1.7,W,48,13:36,8.3,74,7,WNW,19,1017.8,12.9,71,,W,22,1017.5
1/5/2014,Th,6.3,16.2,0,2.6,5.4,,,23:26,9.1,73,2,N,17,1018.6,15.1,43,7,WSW,19,1013.7
2/5/2014,Fr,9.1,14.3,0.2,3.2,0.2,N,57,10:32,12,68,7,N,31,1004.7,13.8,64,7,N,30,999.8
3/5/2014,Sa,10.1,17.6,,1,3.9,SSW,56,20:15,11.5,83,,WSW,9,1000.1,15,82,,SW,28,999.7
4/5/2014,Su,8.7,14.2,,2.6,2.3,SW,52,11:20,10.2,78,,SW,30,1009.5,12.3,81,,SSW,19,1011.5
5/5/2014,Mo,9.8,16.7,10.8,0.6,1.5,W,41,11:01,13,65,7,NNW,22,1017.2,16.3,79,6,WSW,17,1017.8
6/5/2014,Tu,10.7,16.5,1,1.6,2.3,SW,37,10:43,12.8,60,7,SW,20,1025.5,16,58,7,S,24,1024.4
7/5/2014,We,9.7,16.5,1.2,2.4,5.8,SSE,35,9:34,13.3,52,7,S,9,1027.7,15.5,49,5,S,17,1026.6
8/5/2014,Th,4.3,18.9,0,2,10.1,NNE,31,12:39,7.1,79,0,N,13,1028,18.2,35,0,NNW,20,1024.1
9/5/2014,Fr,7,18.6,0,3.8,2.1,N,61,10:40,12.1,58,7,N,31,1022.2,17.5,50,7,N,35,1018.2
10/5/2014,Sa,12.1,16.6,,3,2,N,54,2:53,14.2,89,,N,19,1017.7,15.9,88,,SW,13,1016.5
11/5/2014,Su,9.7,20,,0.4,6.9,N,24,2:58,12.8,84,,N,13,1024.4,18.8,63,,WSW,4,1024.4
12/5/2014,Mo,7.8,20.1,13.2,1.6,9.4,N,26,7:09,9,93,1,N,13,1031.4,19,58,3,Calm,,1028.8
13/5/2014,Tu,8.3,20.4,0,1.4,8.9,NNW,37,14:13,12.5,78,3,N,13,1028.7,20,45,6,NNW,24,1025.7
14/5/2014,We,8.7,20.5,0,1.8,8.4,N,59,21:51,13.9,64,6,N,22,1026,19.5,49,7,NNW,28,1022.3
15/5/2014,Th,13.9,22.5,0,4.2,9.4,N,81,16:02,17.1,52,6,N,43,1021.9,22.3,41,6,N,41,1019.7
16/5/2014,Fr,16.8,23.2,0,7.4,5.2,N,74,21:46,17.7,48,6,N,41,1025,21.2,41,7,N,24,1023.9
17/5/2014,Sa,16.8,20.1,0,7.4,0.3,N,61,4:06,17.3,52,,N,31,1025,19.8,51,,N,30,1022.4
18/5/2014,Su,17.3,21.5,0,4.8,1.5,N,59,10:01,17.6,53,,N,35,1023.5,21,45,,N,33,1021.2
19/5/2014,Mo,17.4,23.5,0,4.8,5.3,N,59,11:24,17.6,57,5,N,28,1020.7,22.3,46,7,N,37,1017.6
20/5/2014,Tu,14.2,21.8,0,4.2,2.9,WSW,48,14:23,16.3,73,6,N,22,1019.7,17.2,86,6,SSW,30,1018.8
21/5/2014,We,11,23.8,1.6,2.2,9.1,N,50,21:50,12.5,83,,NNW,13,1022.6,22.8,43,,NW,17,1019.6
22/5/2014,Th,12.5,21.1,0,4,2.2,N,63,9:35,17.6,62,7,N,44,1017.7,19.6,60,7,N,22,1014.4
23/5/2014,Fr,15.5,20.7,4.6,2.8,3,NW,41,2:36,16.3,89,7,NNW,13,1013.9,18.1,71,5,SSW,15,1011.7
24/5/2014,Sa,10.9,18.1,,1.6,4.5,N,30,23:20,12.2,81,,N,13,1017.2,16.6,63,,E,2,1014.9
25/5/2014,Su,12.2,20.5,,1.8,4.4,N,63,8:57,15.1,82,,N,46,1015.7,19.2,66,,NNW,19,1015.4
26/5/2014,Mo,12.3,22.1,0.6,2.2,0.8,N,63,11:48,15.8,83,7,N,26,1018.8,20.3,61,7,N,31,1015.2
27/5/2014,Tu,15.8,20.1,0,2.8,2.2,N,61,2:52,17.5,73,7,N,24,1005.7,19.7,55,7,NNW,22,1001.2
28/5/2014,We,13,19,2,2,1.5,SW,48,18:12,14.4,73,7,N,22,1010.7,18,53,7,W,24,1012.7
29/5/2014,Th,9.8,15.9,0,1.6,0,NNW,19,0:16,12,80,7,N,11,1024.7,15.5,61,7,SW,2,1024.3
30/5/2014,Fr,6.4,17.9,0,1.6,8.6,NNE,26,16:10,7.1,84,1,N,11,1027.1,16.5,61,2,NNE,17,1024.2
31/5/2014,Sa,7,18.8,0,0.8,1.9,SSE,26,14:22,11.4,83,,N,6,1023.2,18,56,,SSE,13,1019
1/4/2014,Tu,18.9,33.4,0,9.6,10.1,N,63,21:54,23.1,56,3,N,35,1016.1,32.8,24,3,NNE,39,1012.2
2/4/2014,We,23,24.9,0,15,0.2,N,72,23:50,23.9,49,7,N,35,1013.2,19.2,88,7,SSE,26,1014
3/4/2014,Th,15.1,18.3,0.6,2,0,S,37,13:51,17.5,60,8,SW,15,1019.9,17.5,72,7,S,28,1020.3
4/4/2014,Fr,14.6,20.7,0,3,0.7,SSE,41,8:13,15.8,67,7,SSE,28,1021.9,19.3,59,7,SSW,24,1019.5
5/4/2014,Sa,15,24.5,0,2.4,6.1,S,35,16:27,17.5,77,,WSW,9,1021.6,23.1,49,,S,15,1019.5
6/4/2014,Su,12.5,25.4,0,4,8.8,S,33,16:28,14.3,88,,SSW,7,1024.5,24.3,46,,S,19,1021.5
7/4/2014,Mo,13.3,24.9,,4,3.1,N,50,11:09,17,75,7,N,31,1023.7,24.5,42,7,NNE,30,1020
8/4/2014,Tu,16.6,22,,5.4,0,N,59,10:12,20.1,54,8,N,39,1020.1,17.6,86,8,NNE,11,1019.1
9/4/2014,We,16.7,18,14.8,1.8,0,NE,31,10:37,17.4,91,8,ENE,11,1019.7,17.7,93,8,NNE,13,1016.9
10/4/2014,Th,16.5,19.3,18.6,0.6,0,S,28,23:13,17.5,95,8,ENE,13,1013.4,18.8,89,8,E,11,1009.1
11/4/2014,Fr,17,19.2,12.8,1.8,0,S,50,9:53,18.2,86,8,S,31,1011.3,17.6,85,8,SSW,28,1012.5
12/4/2014,Sa,15.5,23,,0.6,7,S,37,15:28,17.4,78,,SSE,22,1018.7,22.4,55,,S,26,1017.1
13/4/2014,Su,13,22.5,,2.6,7,S,35,15:15,15.2,78,,S,13,1020.9,20.9,55,,SSE,24,1019.6
14/4/2014,Mo,12.5,21.1,1,2.4,10.4,S,56,12:43,15.4,68,2,SSE,22,1023.8,20.2,41,5,S,26,1021.5
15/4/2014,Tu,12.6,21.9,0,3.6,10,S,35,13:33,16.1,67,2,S,9,1024,20.5,57,3,S,24,1021.4
16/4/2014,We,10,22.3,0,2.8,6.4,SSE,30,15:52,13.4,86,7,N,11,1021.2,21,58,7,NW,11,1018
17/4/2014,Th,11.2,25.1,0,4,10.1,N,28,20:36,14.1,76,0,NNW,6,1021.1,24.1,36,6,NE,13,1018
18/4/2014,Fr,13.9,19,,3.2,2.6,SW,48,10:55,17.4,58,,NNW,22,1014.8,18.8,45,,SSW,22,1016.8
19/4/2014,Sa,11.7,18.1,,1.8,1.3,SW,33,10:28,13.2,65,,WSW,17,1020.5,16.6,52,,SW,19,1018.5
20/4/2014,Su,12.7,19.1,,3.4,3,N,52,0:00,13.7,55,,NNW,15,1018.2,18,39,,WSW,15,1016.2
21/4/2014,Mo,12.5,18.5,,4.4,3.4,N,74,19:10,14.3,48,,N,43,1019.4,18,43,,NNE,26,1015.8
22/4/2014,Tu,13.3,16.8,8.4,8.8,0.9,N,72,1:14,13.3,83,8,N,31,1015.5,16.6,75,7,NNW,9,1014.3
23/4/2014,We,11.9,19.4,6.6,1.4,8.4,N,26,23:58,13.2,74,3,W,11,1017.1,18.2,54,7,SW,2,1013.3
24/4/2014,Th,12.3,18.8,0.6,2.8,7.1,SW,48,10:51,14,83,7,W,28,1015.1,18,35,2,SW,20,1017.4
25/4/2014,Fr,6.5,20.9,0,4,9.5,NNE,50,13:35,9,76,,N,9,1020.5,20.4,36,,N,35,1013.5
26/4/2014,Sa,9,19.3,0,5.4,2.5,SW,54,10:54,17.9,52,,NW,20,1011.8,16.5,53,,SW,26,1014.9
27/4/2014,Su,9.5,17.6,0,3,9.4,ESE,41,9:59,12.6,57,,SSE,11,1025.7,17.2,40,,SE,19,1022.4
28/4/2014,Mo,6.5,22.4,0,3.2,5,N,81,22:08,13.9,66,7,N,31,1020.7,20.7,47,7,N,31,1016.5
29/4/2014,Tu,13.9,20,0,6,0.9,,,0:54,19.6,67,8,N,44,1009.8,16.8,86,8,N,17,1007.7
30/4/2014,We,10.5,17.8,13.4,2.4,5.6,,,0:01,11.4,89,7,WSW,28,1017.7,17.6,42,3,SW,41,1018.8
1/3/2014,Sa,15.9,24.2,0,5.2,3.6,SSE,37,14:44,17.6,81,,SSW,13,1022.7,22.5,62,,S,22,1021.5
2/3/2014,Su,16.9,23.4,0,4.2,7.2,SSW,37,14:58,17.7,73,,SSE,15,1023.4,22.3,53,,SE,20,1022.4
3/3/2014,Mo,15.7,25.3,0,5.6,10.7,SSE,35,12:26,17.2,73,7,N,6,1025.2,23,55,1,SSE,17,1022
4/3/2014,Tu,16,33.7,0,6.4,10.9,N,52,8:51,19.5,70,1,N,28,1022,31.7,28,3,N,30,1017.9
5/3/2014,We,19.5,23,0,11.4,0.6,N,46,0:25,22.9,64,7,WSW,17,1015.8,19.3,69,7,S,24,1018.6
6/3/2014,Th,14.3,21.4,0,3.8,11.7,SE,35,9:58,16.6,52,3,SE,22,1020.6,19.4,47,1,S,19,1019.4
7/3/2014,Fr,14.3,23.1,0,6.8,2.2,SSE,46,20:48,15.1,76,8,SW,13,1022,21.4,64,7,SSE,20,1021
8/3/2014,Sa,15,28.4,0,3.6,10,S,31,14:25,20.5,74,,SW,9,1021.9,26.7,56,,S,20,1018.8
9/3/2014,Su,16.5,33.1,0,5.8,11.7,N,54,8:50,21.4,55,,N,31,1019.4,31,22,,NNE,24,1015.7
10/3/2014,Mo,21.3,32.7,0,14.8,5.9,N,72,8:01,25.2,43,,N,54,1017.8,29.4,32,,S,31,1018.3
11/3/2014,Tu,19.3,31.2,0,9.4,0.4,NW,46,16:04,23.9,48,7,W,26,1019.3,29.3,35,7,NNE,22,1015.7
12/3/2014,We,16.7,22.2,2.2,4.8,9,SW,43,23:19,17.2,78,7,SW,20,1020.3,21.1,43,7,S,19,1020.3
13/3/2014,Th,13.7,22.9,0,4.6,11.5,SSE,33,16:45,15.8,65,7,WSW,11,1020.9,21.7,48,7,S,9,1017.8
14/3/2014,Fr,14.9,27.3,0,5.4,8.8,SE,35,13:46,17.4,71,6,W,9,1015.8,25.9,49,2,SSE,19,1010
15/3/2014,Sa,17.3,29.6,,7,2.4,N,76,14:13,22.5,33,,N,26,1005.2,29.1,20,,N,43,998.4
16/3/2014,Su,13.7,20.5,,8.2,6.8,WNW,70,13:19,14.4,60,,NNW,20,1005.8,19.8,34,,WNW,30,1005.5
17/3/2014,Mo,14.2,24.9,5.8,7.2,6.9,N,54,4:55,17.4,66,6,N,35,1012.1,23.4,43,7,NW,28,1011.6
18/3/2014,Tu,15.9,25.1,0,4.6,4.9,WNW,37,14:20,18.4,58,7,NNW,17,1019.1,23.8,41,6,WNW,22,1019.2
19/3/2014,We,13.7,22.7,0,4.6,11,SSE,33,17:13,15.9,68,1,WNW,11,1027.6,20.8,52,1,S,17,1025.8
20/3/2014,Th,11.2,30.9,0,5.4,10.4,N,52,11:48,14.7,68,0,N,30,1024.4,29.3,18,3,NNW,24,1019.5
21/3/2014,Fr,14.6,23.6,0,10.6,4.4,SSW,57,17:03,22,58,7,N,37,1015.1,21.4,65,7,SSW,22,1014.1
22/3/2014,Sa,13.3,19.6,,5,1.1,SSW,41,23:16,14,71,,SW,15,1021.1,18.1,55,,SSE,24,1020.4
23/3/2014,Su,13.9,19.3,,4,0.2,SSE,37,14:26,14.1,74,,SSW,13,1018.9,18.7,49,,S,20,1019.2
24/3/2014,Mo,12.5,19,4.4,2.4,0,S,37,13:46,12.5,83,7,SSW,4,1020.7,18.4,64,7,S,24,1019.9
25/3/2014,Tu,12.1,24.6,0.8,3.8,8.8,S,31,3:41,14.5,78,7,SSW,7,1024.1,24.4,46,3,SE,11,1021.7
26/3/2014,We,14.1,27,0,3.8,7.1,E,35,20:47,17.3,80,3,WNW,9,1025.1,26.3,50,7,SE,15,1021.7
27/3/2014,Th,17.1,25.4,4.4,4.8,3,N,39,12:50,17.8,93,8,NNE,4,1017.4,25.3,54,7,N,22,1013.6
28/3/2014,Fr,17.1,22.1,7.8,2.6,4.3,SSE,28,16:21,17.8,82,8,S,13,1017.1,21.5,62,5,SSE,15,1016.1
29/3/2014,Sa,12.7,24.4,,2,8.3,WSW,31,22:55,14.6,87,,WSW,9,1018.1,23.6,56,,SSE,11,1016.2
30/3/2014,Su,14.6,26.5,,4.4,6.3,SSE,26,17:36,16.6,90,,WSW,2,1020.1,25.1,58,,ESE,9,1018.5
31/3/2014,Mo,16.6,30.9,0.8,2.8,10.4,N,52,9:15,19,72,5,N,33,1019.4,29.5,33,7,NNE,28,1015.8
1/2/2014,Sa,18.6,30.2,0,8,10.8,W,28,23:59,20.3,79,,SW,7,1011.5,28.3,52,,S,17,1009
2/2/2014,Su,18.3,39,0,8.8,12.4,SE,31,17:31,22.8,67,,NNE,7,1010.9,34.5,36,,SSE,13,1007.3
3/2/2014,Mo,22.7,34,0,14.2,1.6,SW,57,10:35,30.5,33,7,NNW,30,1006.6,23.2,68,7,S,35,1012.1
4/2/2014,Tu,14.8,26.2,0.6,7.6,12,SE,59,10:06,17.5,58,5,SSE,33,1022.3,24.8,32,1,S,41,1019.7
5/2/2014,We,13.9,31.1,0,9.4,12.8,SE,39,17:48,17.9,53,0,ESE,7,1021.4,28.2,33,0,SE,28,1017.1
6/2/2014,Th,17.4,35.6,0,10.4,11.9,N,67,8:07,22.9,37,6,N,50,1015.7,33.4,21,3,NNE,31,1011.1
7/2/2014,Fr,22.9,36.6,0,15.4,10.5,N,65,12:04,29,29,5,N,46,1010.6,27.6,51,7,SSE,31,1009.7
8/2/2014,Sa,18.6,41,0,12.6,12.5,SE,44,13:38,22.6,68,,SSW,7,1012.6,36.1,30,,NW,26,1008
9/2/2014,Su,22.2,40.4,0,18.4,11.8,WNW,81,10:11,32.2,15,,N,39,1006.7,26.8,43,,S,37,1012.2
10/2/2014,Mo,15.9,24.9,0,13.8,12.7,SSE,41,11:50,19,53,2,SSE,28,1020.4,24.7,43,1,SSW,30,1018.1
11/2/2014,Tu,14.6,27,0,8.2,8.5,SSE,31,15:12,17.3,67,1,SSW,17,1015.7,26.2,43,6,SW,15,1013.8
12/2/2014,We,17.1,27.2,0,6.4,5.3,S,33,15:02,19,80,7,W,15,1014.1,25.2,60,7,S,17,1014.3
13/2/2014,Th,18.9,26.9,0,4.8,0,S,24,14:06,22.1,75,8,WSW,7,1012.7,26.3,57,8,SE,13,1010.7
14/2/2014,Fr,19.4,27,0,4,0,S,26,14:52,21.1,73,7,SW,7,1006.3,25.7,56,7,SSE,13,1003.4
15/2/2014,Sa,21,28.9,,4,1.8,SSW,37,21:14,23.5,72,,N,13,998,28,53,,SE,11,994.6
16/2/2014,Su,17.1,24.1,,2.6,6.4,S,50,13:01,17.5,89,,SSW,26,1007.4,22.3,51,,S,30,1009.5
17/2/2014,Mo,16.2,25.9,14.8,6,12.2,S,37,19:46,17.7,59,7,NNE,7,1014,23.4,44,7,SSE,15,1011.6
18/2/2014,Tu,14.5,30.4,0,5.6,12.1,NNW,41,14:14,18.3,66,0,WNW,9,1009.9,27.7,42,4,SE,11,1004.1
19/2/2014,We,17.5,25.4,0,7.2,9.3,W,67,14:57,19,70,5,NW,13,999,23.7,42,7,WSW,17,996.9
20/2/2014,Th,12.6,20.8,9.4,7,11.4,W,63,13:37,14.6,59,2,W,28,1009.1,20.3,38,7,W,37,1011.1
21/2/2014,Fr,13.2,20.8,0,6.8,4.9,SSE,52,14:55,14.8,65,7,WSW,22,1020.5,19.7,48,6,S,24,1021.8
22/2/2014,Sa,14.2,20.2,,4.8,1.6,SSE,41,13:33,15.4,87,,SW,17,1024,19.6,56,,S,31,1024.2
23/2/2014,Su,14.2,23.8,,3.4,12.1,S,31,16:10,16.5,60,,SE,11,1023.8,22.8,49,,S,13,1020.5
24/2/2014,Mo,14.6,25.2,0.6,5.8,11.3,S,37,15:02,17.7,69,7,E,11,1021.1,24.2,50,3,SE,15,1017.1
25/2/2014,Tu,15.5,33,0,5.4,8,WNW,57,12:57,25.1,37,5,N,39,1009.6,30.9,28,7,WNW,39,1005.4
26/2/2014,We,15.1,22.6,0,11.4,5.9,SSE,46,17:24,16.4,82,7,SW,20,1012.5,21,42,5,S,24,1013.3
27/2/2014,Th,14.4,22.3,0.2,4.4,7.1,S,48,16:11,16.3,76,7,SSW,22,1021.2,21.2,40,3,S,24,1021.8
28/2/2014,Fr,13.8,23.5,0,6.4,11.8,SE,41,14:50,16.3,57,2,S,13,1023.5,22.3,46,1,S,20,1021.4
1/1/2014,We,16.2,26.3,0,10.6,0,N,80,11:01,21.9,91,,N,43,1010.1,,,,N,35,1003.7
2/1/2014,Th,15.2,23.6,4.8,5.8,8.9,SE,39,15:33,17.4,98,6,SW,26,1008.7,22.6,43,,SE,17,1007.6
