Date,Day,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa),
1/9/2014,Mo,11.3,15.8,6.8,3,5.4,WNW,44,17:44,11.7,90,,Calm,,1014.1,15.5,44,,WSW,20,1014.6,1/9/2014/9/2014
2/9/2014,Tu,6.3,16.2,5.6,2.2,9.5,SW,39,14:37,11.9,65,,SSW,11,1025.3,13.5,60,,SW,17,1024.9,2/9/2014/9/2014
3/9/2014,We,5.6,14.7,0.4,2.4,1.9,N,35,11:26,10.4,68,,NE,4,1025.1,14.6,49,,NNW,15,1020.7,3/9/2014/9/2014
4/9/2014,Th,9.2,16.2,4.8,1,0.6,E,28,11:55,12,69,,ENE,9,1017.6,15.4,53,,E,11,1017.2,4/9/2014/9/2014
5/9/2014,Fr,5.7,18.7,0,1.8,10.2,SSE,28,19:46,15.4,47,,E,11,1024.7,18,41,,W,15,1023.3,5/9/2014/9/2014
6/9/2014,Sa,6.9,21.2,0,,10.8,N,35,14:08,17.2,33,,ENE,20,1027.6,20.7,21,,NNE,17,1023.9,6/9/2014/9/2014
7/9/2014,Su,13,23.2,0,,10.9,N,52,12:29,18.7,29,,NNE,19,1023.7,22.8,18,,NE,28,1018.3,7/9/2014/9/2014
8/9/2014,Mo,17.7,25.4,0,14.2,4.5,N,59,16:22,19.7,23,,NNE,22,1012.8,24.8,20,,NNE,20,1003.9,8/9/2014/9/2014
9/9/2014,Tu,11.7,20.5,4.6,4.6,7,WNW,72,15:17,14.8,70,,NW,17,1007.3,18.3,31,,NNW,22,1004.9,9/9/2014/9/2014
10/9/2014,We,11.4,18.4,1.4,2.6,3.9,WNW,41,13:23,15.1,74,,WNW,20,1017,17,61,,NW,20,1016.7,10/9/2014/9/2014
11/9/2014,Th,11.9,17.6,1.2,2,7,WSW,39,5:05,14.5,67,,SW,13,1022.2,17.1,38,,WSW,20,1022.8,11/9/2014/9/2014
12/9/2014,Fr,6.1,17.5,0,3.2,8.5,SW,30,17:19,13.9,54,,NNE,9,1028.1,17.2,49,,WSW,15,1026,12/9/2014/9/2014
13/9/2014,Sa,6,22.3,0,,10.6,WNW,31,13:48,14.5,52,,NNW,7,1025.1,21.8,31,,NNW,15,1020.8,13/9/2014/9/2014
14/9/2014,Su,8.8,26.5,0,,9.9,E,37,19:28,19.4,35,,NNE,11,1019.2,26.1,23,,N,15,1013.7,14/9/2014/9/2014
15/9/2014,Mo,12.7,18.1,0.2,10,3.4,S,57,12:56,15,77,,W,26,1010.2,16.2,69,,SW,24,1013.5,15/9/2014/9/2014
16/9/2014,Tu,11.3,17.9,0.2,2.2,5.7,WSW,35,18:52,14.8,68,,SW,15,1018.7,16.8,47,,W,22,1016.9,16/9/2014/9/2014
17/9/2014,We,9.6,16.8,2.2,2.6,9.1,W,39,14:00,13,75,,WSW,19,1022,16.2,38,,WSW,19,1022,17/9/2014/9/2014
18/9/2014,Th,5.8,14.9,0,3.4,1.9,ESE,30,23:10,12.1,61,,SW,6,1027.4,12.5,74,,WSW,11,1025.2,18/9/2014/9/2014
19/9/2014,Fr,8.7,19.4,2,0.6,10.7,ENE,33,23:52,14.7,47,,ENE,17,1026.4,19.1,29,,NE,15,1023.2,19/9/2014/9/2014
20/9/2014,Sa,11.4,23.2,0,,10.6,E,35,0:04,18,28,,ENE,15,1026.6,22.5,23,,WSW,15,1024.6,20/9/2014/9/2014
21/9/2014,Su,9.6,24.2,0,,10.7,ENE,33,1:34,18.7,29,,N,11,1030.6,23.5,21,,NNE,9,1026.5,21/9/2014/9/2014
22/9/2014,Mo,9.5,26.7,0,12.6,10.9,NNW,37,13:14,20.5,21,,NNE,15,1026,26.2,9,,N,13,1021.2,22/9/2014/9/2014
23/9/2014,Tu,16.7,26.8,0,5.4,9.8,N,44,12:21,21.3,42,,N,19,1021,25.9,27,,NNE,20,1015.9,23/9/2014/9/2014
24/9/2014,We,14.9,23.1,1.2,5,8.9,W,33,12:45,19.2,61,,N,9,1015.5,21.9,54,,WSW,19,1013.7,24/9/2014/9/2014
25/9/2014,Th,13.9,16.9,0,3.8,2.8,WSW,31,12:04,15.1,65,,SSW,17,1023,15.4,53,,SW,13,1022.3,25/9/2014/9/2014
26/9/2014,Fr,11.2,22,0.8,2.2,3,SW,26,15:12,13.1,86,,NNE,9,1023.8,18.2,58,,WSW,11,1020.9,26/9/2014/9/2014
27/9/2014,Sa,11.8,30.6,0,,11,N,48,22:32,22,32,,NNE,17,1018.9,30.1,19,,NNW,19,1014.6,27/9/2014/9/2014
28/9/2014,Su,21.6,29.6,0,,9.3,NNW,67,9:58,25.1,20,,N,30,1009.4,25,36,,WSW,28,1007.6,28/9/2014/9/2014
29/9/2014,Mo,12,21.9,0,14.8,9.5,W,41,13:40,15.8,75,,N,15,1016.6,21,44,,WNW,20,1013.5,29/9/2014/9/2014
30/9/2014,Tu,11.2,21.1,0,4,9.1,W,59,13:53,19.3,52,,WNW,22,1014.7,16.8,65,,WSW,30,1017,30/9/2014/9/2014
1/8/2014,Fr,6.4,12.6,16,0.4,7.9,SW,63,7:31,7.9,79,,SW,19,1017.4,12.2,44,,SW,26,1022.1,1/8/2014/8/2014
2/8/2014,Sa,2.3,14.1,2.4,,9,NNW,28,14:30,7.2,74,,NE,2,1032.9,14,46,,WNW,9,1031.1,2/8/2014/8/2014
3/8/2014,Su,3,15,0,,9.9,N,30,11:03,9.4,56,,NNE,6,1033.3,13.9,34,,NW,13,1030.8,3/8/2014/8/2014
4/8/2014,Mo,0.9,14.6,0,4.4,10.1,W,24,14:13,7,64,,Calm,,1034.7,14.2,33,,W,15,1033,4/8/2014/8/2014
5/8/2014,Tu,3,16.9,0,1.2,9.9,WSW,20,12:39,9.4,63,,Calm,,1036.6,15.6,50,,WSW,11,1034.4,5/8/2014/8/2014
6/8/2014,We,3.3,16.1,0,1.6,9.5,WSW,22,13:58,9.5,75,,Calm,,1034.8,15,44,,WSW,11,1032.4,6/8/2014/8/2014
7/8/2014,Th,9.4,17.2,0,1.8,7.2,N,28,12:23,12.2,61,,NE,4,1033.5,17,42,,NNW,13,1029.4,7/8/2014/8/2014
8/8/2014,Fr,3.9,18.3,0,1,5.7,S,57,11:26,9.3,79,,NE,6,1030.2,17.8,44,,NW,7,1027.9,8/8/2014/8/2014
9/8/2014,Sa,7.8,18.3,0,,2.9,N,30,10:46,13.9,47,,NE,7,1027.4,16.8,45,,NNW,11,1025.8,9/8/2014/8/2014
10/8/2014,Su,6.3,15.2,0.2,,5.5,SSW,33,10:36,11.5,74,,N,2,1030.8,14.1,45,,SW,15,1029.4,10/8/2014/8/2014
11/8/2014,Mo,5.1,12.7,0.4,4,4.3,W,24,13:38,10.1,56,,ESE,6,1034.3,10.4,72,,SW,11,1032.1,11/8/2014/8/2014
12/8/2014,Tu,4.5,13.5,0,0.8,9.9,SE,35,12:09,10,58,,SE,9,1035.5,12.8,39,,SSE,19,1034.1,12/8/2014/8/2014
13/8/2014,We,7.4,13.6,0,2,9.4,SSE,50,11:39,10.6,48,,ESE,19,1037.6,12.5,45,,SSE,20,1036,13/8/2014/8/2014
14/8/2014,Th,9.8,15.5,0,2.2,9.3,SE,31,15:19,11.7,65,,E,11,1035.6,14.7,47,,SE,15,1031.4,14/8/2014/8/2014
15/8/2014,Fr,8.5,20.3,0,2,7.5,E,48,23:03,15,40,,WNW,7,1026.8,18.1,40,,E,13,1022.9,15/8/2014/8/2014
16/8/2014,Sa,10.3,14,0,,0,SE,46,0:46,10.3,75,,SW,9,1021.6,13,60,,S,15,1019.4,16/8/2014/8/2014
17/8/2014,Su,9.4,16.2,1.8,,8.1,SSE,39,10:48,11.6,63,,S,13,1021.4,13.5,73,,WSW,19,1020.5,17/8/2014/8/2014
18/8/2014,Mo,6.2,14.7,0,5.2,4.2,SSE,30,10:22,12.1,75,,W,7,1024.9,14.3,53,,S,9,1023,18/8/2014/8/2014
19/8/2014,Tu,5.3,14.9,0,1.6,3.6,S,28,13:39,11.4,60,,ESE,13,1026.9,13.9,48,,S,13,1025.1,19/8/2014/8/2014
20/8/2014,We,6.9,15.1,0,1.4,6.2,ESE,30,20:12,12,50,,ESE,13,1027.8,13.8,50,,WSW,15,1026.3,20/8/2014/8/2014
21/8/2014,Th,6.1,19.3,0,2.2,9.3,E,30,21:52,13.8,47,,ENE,9,1027.4,18.1,39,,NNW,9,1024,21/8/2014/8/2014
22/8/2014,Fr,12.3,21.1,0,2.6,10.1,N,37,13:02,17.2,30,,NNE,13,1026.7,20.5,24,,NNE,15,1022.6,22/8/2014/8/2014
23/8/2014,Sa,15,17.9,0,,5.9,WNW,41,13:14,16.3,40,,NNW,17,1023.7,16.2,56,,WSW,19,1025.2,23/8/2014/8/2014
24/8/2014,Su,6,16.2,0,,10.1,W,26,15:01,10.3,86,,NNW,9,1031.2,15.4,55,,W,15,1029.6,24/8/2014/8/2014
25/8/2014,Mo,4.2,18.6,0,8,10.3,WNW,20,13:31,11.1,76,,SSW,7,1032.3,17.1,51,,WSW,13,1028.2,25/8/2014/8/2014
26/8/2014,Tu,4.7,19.2,0,1,10.3,SW,26,15:08,12.2,69,,Calm,,1028.2,18.8,47,,WSW,11,1024.3,26/8/2014/8/2014
27/8/2014,We,5.8,22,0,2,10.6,WSW,24,15:16,16.2,47,,NNW,9,1027.4,21,41,,WSW,15,1025.7,27/8/2014/8/2014
28/8/2014,Th,7.3,23.5,0,2.4,10.5,N,20,11:28,14.6,61,,NNE,2,1029.3,23,36,,WSW,11,1026.9,28/8/2014/8/2014
29/8/2014,Fr,7.8,24.7,0,3.4,10.8,N,20,11:41,16.7,53,,Calm,,1028.7,23.5,32,,W,9,1025.5,29/8/2014/8/2014
30/8/2014,Sa,8.5,25,0,,10,NW,37,13:52,18.5,44,,NNW,9,1023.8,23.9,23,,NW,15,1019.8,30/8/2014/8/2014
31/8/2014,Su,12.3,23.4,0,6,2.3,N,43,15:31,17.7,29,,NE,11,1015.9,22.3,24,,N,20,1010.6,31/8/2014/8/2014
1/7/2014,Tu,9,16,6,0.6,2.4,WNW,22,13:49,10.3,94,,NE,6,1031.5,14.9,65,,SW,9,1030.6,1/7/2014/7/2014
2/7/2014,We,10,16.5,0.8,0.8,7.7,N,24,15:16,12.3,74,,NNE,2,1031.1,15.4,55,,N,11,1027.3,2/7/2014/7/2014
3/7/2014,Th,8.1,15.9,0,1.4,9.2,NNW,43,15:52,12,54,,N,19,1023.5,15.5,52,,N,24,1018,3/7/2014/7/2014
4/7/2014,Fr,10.2,15.7,0,1.2,1.9,W,46,14:04,11.3,90,,N,11,1017.6,14.1,62,,WNW,24,1017.1,4/7/2014/7/2014
5/7/2014,Sa,11,13.8,3.2,,1,WSW,41,1:20,12.8,62,,WSW,17,1022.6,13.4,71,,W,17,1021.2,5/7/2014/7/2014
6/7/2014,Su,9.6,15.5,18.6,,7.8,WSW,31,10:38,11.2,95,,ENE,2,1019.7,14.9,55,,W,13,1018.7,6/7/2014/7/2014
7/7/2014,Mo,6.3,15.2,0,2.4,3.9,N,46,12:31,11.6,67,,N,19,1015.2,15,52,,N,19,1010.5,7/7/2014/7/2014
8/7/2014,Tu,11.6,18.5,0,2.6,0.7,WNW,69,17:05,13.6,39,,NNE,19,1003.4,18.2,30,,N,26,995.2,8/7/2014/7/2014
9/7/2014,We,8,10.9,13.2,1.6,0,WSW,74,16:33,8.6,93,,SSW,20,999.5,9.3,88,,SW,13,1004.9,9/7/2014/7/2014
10/7/2014,Th,6.8,14.4,14.4,1,6.5,WSW,50,0:10,10.1,91,,S,4,1017,12.2,75,,W,19,1018.3,10/7/2014/7/2014
11/7/2014,Fr,7.6,15.9,0,1.4,3.7,NW,43,12:44,9.2,92,,N,13,1019.9,15.4,69,,NW,28,1018,11/7/2014/7/2014
12/7/2014,Sa,5.8,13.5,1.6,,5.7,SSE,31,14:15,9.3,81,,Calm,,1027.5,10.9,71,,SSW,4,1028.3,12/7/2014/7/2014
13/7/2014,Su,3.8,13.5,0.2,,7.8,ENE,24,22:23,7.6,70,,NE,6,1034.5,12.6,46,,E,11,1031.5,13/7/2014/7/2014
14/7/2014,Mo,6.1,11.9,0,3.4,0.1,ENE,33,22:57,8.9,59,,NE,11,1029.5,11.6,47,,NNE,11,1023.3,14/7/2014/7/2014
15/7/2014,Tu,7.2,13.3,1.6,1,0.2,N,37,12:31,8.5,82,,NNE,13,1013.7,12.6,65,,N,15,1009.1,15/7/2014/7/2014
16/7/2014,We,8.4,16.6,2.8,0.4,5.2,WNW,57,17:14,10.5,92,,N,13,1013.6,15.5,63,,NNW,22,1011.6,16/7/2014/7/2014
17/7/2014,Th,9.3,12.8,4.6,1,3.7,WSW,50,16:42,9.6,86,,N,19,1016.5,12.4,55,,WSW,24,1018.2,17/7/2014/7/2014
18/7/2014,Fr,2.3,13.5,8,2,1.8,S,24,12:01,6.2,88,,N,6,1030,12.3,58,,WSW,13,1029.6,18/7/2014/7/2014
19/7/2014,Sa,6.2,13.2,0,,1.9,WSW,22,14:42,10,70,,SE,7,1032.9,11.6,68,,W,15,1030.3,19/7/2014/7/2014
20/7/2014,Su,4.7,14.5,0,,3.3,N,24,13:13,8,83,,Calm,,1028.2,14.2,52,,NNE,13,1024,20/7/2014/7/2014
21/7/2014,Mo,8,16.9,0,1.8,4.9,N,24,10:44,12,52,,NE,9,1023.1,15.6,41,,NNW,9,1020.8,21/7/2014/7/2014
22/7/2014,Tu,3.7,19,0,1.4,9.4,N,24,14:33,9.6,75,,Calm,,1024.2,18.5,32,,NNE,11,1021.1,22/7/2014/7/2014
23/7/2014,We,9.6,15.8,0,2.6,0,NE,52,21:00,14.7,35,,NNE,9,1017.9,15.4,51,,NE,20,1011.5,23/7/2014/7/2014
24/7/2014,Th,10.1,15.5,16.6,0.8,1.9,NNE,50,2:32,11.2,96,,NW,17,1007.4,14,80,,NW,26,1008,24/7/2014/7/2014
25/7/2014,Fr,11.2,16.2,1.8,0.6,1.7,NW,30,1:06,13,89,,WNW,13,1018.4,15.3,70,,WNW,15,1019.2,25/7/2014/7/2014
26/7/2014,Sa,10.3,16.2,3,,5.4,NNW,22,13:51,10.4,99,,N,7,1028.2,15.7,59,,NNW,15,1026.1,26/7/2014/7/2014
27/7/2014,Su,6.4,17.4,0,,4.2,N,43,10:49,12.2,63,,N,9,1024.8,16.5,53,,NNW,17,1020,27/7/2014/7/2014
28/7/2014,Mo,9.9,16.7,0,3.8,2.9,NW,37,16:26,12,70,,N,11,1019.1,16.1,73,,NW,19,1016.5,28/7/2014/7/2014
29/7/2014,Tu,9.1,16.9,0,0.8,0.9,NW,50,13:26,12.7,85,,NNW,19,1016.9,15.4,79,,NW,17,1016.3,29/7/2014/7/2014
30/7/2014,We,12.7,17.3,3.2,0.4,2.1,NNW,43,14:54,13.5,88,,NW,15,1018.8,16.3,73,,NW,20,1015.6,30/7/2014/7/2014
31/7/2014,Th,10.1,16.4,0,1.4,2.6,W,80,19:21,14.2,65,,NNW,19,1007.2,11.2,95,,WSW,20,1006.1,31/7/2014/7/2014
1/6/2014,Su,10.4,15.5,4.8,,2.4,WSW,24,16:02,13.1,78,,Calm,,1020.1,15,76,,WSW,13,1018.5,1/6/2014/6/2014
2/6/2014,Mo,11.1,18.2,1,4,3.2,S,24,14:51,14.5,88,,Calm,,1020.3,17.1,77,,SW,15,1019.1,2/6/2014/6/2014
3/6/2014,Tu,13.9,18,0.4,0.6,5.7,WNW,28,13:20,15,92,,N,7,1022.1,16.7,59,,WNW,15,1021.1,3/6/2014/6/2014
4/6/2014,We,12.6,17.9,0.2,1.2,0.4,WNW,30,13:37,14.5,72,,NNE,7,1026.3,15.1,88,,S,7,1025.5,4/6/2014/6/2014
5/6/2014,Th,8.4,18.3,1,1,6.6,SSE,19,15:48,12.5,87,,NNE,2,1031,17.8,46,,S,9,1029.4,5/6/2014/6/2014
6/6/2014,Fr,6.1,17.7,0,1.2,7.2,SE,26,11:45,10.8,81,,Calm,,1034.2,16.7,59,,WSW,11,1031.9,6/6/2014/6/2014
7/6/2014,Sa,9.5,19.3,0,,7.8,SSE,28,15:28,12.5,91,,Calm,,1035,19,51,,S,13,1032.2,7/6/2014/6/2014
8/6/2014,Su,9.8,17,0,,6.1,SSE,26,15:02,14.1,67,,SE,4,1034.9,16.6,53,,SSE,13,1032.9,8/6/2014/6/2014
9/6/2014,Mo,6.7,14.5,0,,1.9,NNE,24,11:27,9.2,72,,NNE,7,1033.3,13.9,52,,NE,9,1029.2,9/6/2014/6/2014
10/6/2014,Tu,5.7,19,0,4.4,7.7,NNE,33,11:51,13.6,48,,N,17,1027.2,18.5,41,,N,17,1022.8,10/6/2014/6/2014
11/6/2014,We,9.7,17.2,0,2,0.5,N,30,10:43,15.1,54,,NNE,13,1020.6,16.3,53,,NNE,7,1017,11/6/2014/6/2014
12/6/2014,Th,11.4,17.1,0,0.6,0.9,NNW,39,0:00,14,67,,NE,7,1012.5,16.8,50,,N,15,1009,12/6/2014/6/2014
13/6/2014,Fr,9.5,13.6,4.2,3.2,,E,44,14:21,9.8,92,,NNE,17,1008.5,11.9,74,,E,13,1006.9,13/6/2014/6/2014
14/6/2014,Sa,7.9,15.3,7,,,SSE,41,11:58,13.6,73,,SSW,17,1020.3,14.2,67,,S,15,1021.4,14/6/2014/6/2014
15/6/2014,Su,7.6,15.8,0,,2.7,WSW,30,15:13,9.8,97,,NNW,7,1025.5,15.3,64,,WSW,15,1023.9,15/6/2014/6/2014
16/6/2014,Mo,9.7,16.5,0.4,2.8,0.9,WNW,39,13:46,14.3,85,,WNW,15,1025.6,14.3,93,,S,11,1025.6,16/6/2014/6/2014
17/6/2014,Tu,6.8,15.4,2.4,0.6,0.1,SSW,17,15:10,11.2,91,,Calm,,1032.4,15.2,62,,SSW,7,1031.2,17/6/2014/6/2014
18/6/2014,We,5,16.9,0,0.6,8.7,NE,30,22:56,11,78,,NNE,7,1030.7,16.3,55,,N,13,1026.9,18/6/2014/6/2014
19/6/2014,Th,11,15.5,0,1.4,1.7,NNE,39,3:01,13.5,60,,NE,13,1021.2,15,59,,NNE,13,1015.6,19/6/2014/6/2014
20/6/2014,Fr,10.5,17.9,0,1.8,0.8,NW,43,12:53,11.9,86,,N,15,1014.6,14.8,88,,WNW,19,1013.7,20/6/2014/6/2014
21/6/2014,Sa,11.3,16.1,8.8,,2.5,WSW,33,11:48,13,96,,N,2,1020.1,15.5,75,,WSW,13,1020.1,21/6/2014/6/2014
22/6/2014,Su,8.9,16.8,0.4,,2.3,NW,52,22:14,13.2,69,,NE,15,1019,16.7,52,,NNE,20,1011.6,22/6/2014/6/2014
23/6/2014,Mo,8.6,12.8,12.6,4.4,4.2,SW,72,15:03,10.9,73,,SW,19,1007,11.7,67,,W,22,1009.3,23/6/2014/6/2014
24/6/2014,Tu,8.1,15.9,26,1.2,3.6,WSW,54,16:32,12.7,94,,WNW,26,1013.4,15.2,68,,WSW,26,1014.8,24/6/2014/6/2014
25/6/2014,We,12,16.1,6,0.8,1.1,NW,54,14:44,12.9,92,,W,17,1021.2,14,79,,WNW,24,1019.7,25/6/2014/6/2014
26/6/2014,Th,12.7,15.7,2,0.8,1.3,NW,39,0:25,13,92,,N,11,1022.2,14.6,70,,NNW,20,1019.9,26/6/2014/6/2014
27/6/2014,Fr,11.5,17.1,0,1.8,5.7,NW,72,17:39,13.2,56,,N,24,1008.1,15.9,49,,NNW,26,1001.2,27/6/2014/6/2014
28/6/2014,Sa,8.1,13.1,24.4,,6.9,WSW,59,7:51,10.6,64,,WSW,22,1003.6,11.7,58,,WSW,26,1005.7,28/6/2014/6/2014
29/6/2014,Su,9.4,14.4,1.8,,7.5,WSW,43,13:20,10.5,83,,WSW,11,1013.6,13,56,,SW,22,1015.5,29/6/2014/6/2014
30/6/2014,Mo,6.5,15.3,0.8,4.6,3,WNW,26,13:23,9.7,90,,NE,6,1025.7,15,67,,WNW,15,1025.7,30/6/2014/6/2014
1/5/2014,Th,10.2,17.8,0,1,1.3,WNW,33,17:07,13.9,65,,NE,11,1018.7,16.1,53,,NNW,17,1014.2,1/5/2014/5/2014
2/5/2014,Fr,9.6,12.1,12.4,1.2,0.1,WSW,41,10:12,10.5,91,,Calm,,1007.8,10,87,,SSW,9,1006.5,2/5/2014/5/2014
3/5/2014,Sa,7.2,15.8,8,,8.3,SW,52,12:14,12.1,58,,S,15,1010.6,14.8,45,,SSW,20,1010.7,3/5/2014/5/2014
4/5/2014,Su,5.9,16.8,0,,7.9,W,26,11:51,11.6,62,,NE,7,1017.9,16,52,,WSW,11,1016.7,4/5/2014/5/2014
5/5/2014,Mo,11.5,17.9,0.4,4,2.3,SE,20,21:41,12.8,91,,NNE,9,1021.8,17.2,80,,SSW,4,1020.7,5/5/2014/5/2014
6/5/2014,Tu,9.8,17.3,3.4,1.2,6,ENE,28,12:16,13.7,75,,Calm,,1026.6,16.4,54,,E,11,1025.1,6/5/2014/5/2014
7/5/2014,We,9.9,18,0,2,7.6,ESE,31,0:51,13.5,57,,ENE,9,1027.5,17.8,44,,ENE,13,1024.7,7/5/2014/5/2014
8/5/2014,Th,7.1,17.8,0,1.8,7.3,N,41,23:23,13.3,50,,NE,15,1023.9,17,42,,NE,17,1019.5,8/5/2014/5/2014
9/5/2014,Fr,12,14,2.2,2.6,0,NE,41,1:03,12,88,,N,13,1017.2,12.8,97,,NE,9,1014,9/5/2014/5/2014
10/5/2014,Sa,11.2,19.4,21.4,,4.1,W,24,15:16,14,97,,NNE,7,1019.8,19,70,,WNW,13,1019.5,10/5/2014/5/2014
11/5/2014,Su,12.2,21.1,0,,7.2,WNW,20,13:04,15.2,86,,NNE,6,1026.7,20.5,57,,WNW,7,1025.8,11/5/2014/5/2014
12/5/2014,Mo,9.2,21.3,0,2,9.1,N,35,12:48,16.1,73,,ENE,9,1029.1,20.9,39,,NNE,15,1025.7,12/5/2014/5/2014
13/5/2014,Tu,12.2,22.6,0,3,9.4,NE,24,8:51,17.6,46,,NNE,13,1026,21.9,41,,WNW,9,1023.2,13/5/2014/5/2014
14/5/2014,We,13.1,24.2,0,2,9.1,N,26,10:21,18.5,42,,NE,11,1022.8,23.9,27,,NE,13,1018.8,14/5/2014/5/2014
15/5/2014,Th,14.1,25.3,0,3.2,6.2,NW,44,13:34,18.9,49,,NNE,9,1021,24.4,33,,NW,19,1018.7,15/5/2014/5/2014
16/5/2014,Fr,14.8,27.4,0,2.4,4.6,NNE,37,9:33,22.4,34,,NNE,13,1022.5,26.5,26,,NNW,13,1021,16/5/2014/5/2014
17/5/2014,Sa,18.6,24.2,,,0,N,22,14:03,20.8,41,,NE,9,1023.4,24.2,39,,N,11,1021.1,17/5/2014/5/2014
18/5/2014,Su,15.3,24.8,,,5.1,N,30,11:54,21.2,47,,NE,13,1021.7,22.8,42,,NW,9,1019.5,18/5/2014/5/2014
19/5/2014,Mo,12.7,22.1,0.4,7,3.1,NNW,26,12:03,16.9,75,,NNE,9,1021.3,21.7,53,,WNW,7,1019.8,19/5/2014/5/2014
20/5/2014,Tu,11.1,24,0,1.2,8.2,SW,19,15:59,18.1,69,,NNE,6,1022.7,23.9,34,,NNW,7,1020.6,20/5/2014/5/2014
21/5/2014,We,11.8,26.3,0,1.6,9.6,N,28,13:34,20.2,64,,NE,4,1021.5,26.1,37,,NNW,13,1018.4,21/5/2014/5/2014
22/5/2014,Th,16,25.7,0,3,3.9,NNW,37,13:27,20.4,47,,NW,9,1017.7,25,34,,NW,22,1014.3,22/5/2014/5/2014
23/5/2014,Fr,16.4,21.8,0.4,1.4,5.1,W,24,13:24,16.8,90,,NE,7,1017.2,20.7,61,,WSW,9,1014.6,23/5/2014/5/2014
24/5/2014,Sa,11.8,24.8,,,8.7,N,37,21:21,17.7,71,,Calm,,1015.8,24.3,50,,NNW,17,1012.6,24/5/2014/5/2014
25/5/2014,Su,14.6,23.9,,,5.5,NE,24,23:35,15.9,94,,NNE,9,1017.2,23.6,41,,N,11,1015.2,25/5/2014/5/2014
26/5/2014,Mo,15.9,20.2,1.2,5.2,0,NNW,37,0:50,16.8,91,,SW,6,1015.2,20,74,,NNW,2,1008.8,26/5/2014/5/2014
27/5/2014,Tu,13.7,17.8,9.2,0.4,5.6,NW,56,12:06,14.6,83,,NW,20,1005.8,16.6,74,,WNW,30,1004.5,27/5/2014/5/2014
28/5/2014,We,13.3,18.1,5,1.4,6.7,W,39,4:43,15,86,,NW,9,1015.9,17.7,65,,WNW,13,1016.6,28/5/2014/5/2014
29/5/2014,Th,11.3,20.9,0.2,1,3.9,NNW,28,13:31,14.9,72,,N,7,1022.8,19.6,43,,NE,11,1020.5,29/5/2014/5/2014
30/5/2014,Fr,13,20.7,0,2,7.8,NE,39,23:59,16.9,49,,NE,15,1022.4,19.8,39,,NE,19,1019.3,30/5/2014/5/2014
31/5/2014,Sa,13.8,14.7,0.2,,,NNE,30,0:11,14,81,,NE,9,1019,12.9,93,,NE,7,1016.6,31/5/2014/5/2014
1/4/2014,Tu,19.9,36.8,0,2.8,8.4,WNW,43,20:41,27.5,27,,NE,13,1013.2,36.1,17,,NNW,22,1008.6,1/4/2014/4/2014
2/4/2014,We,18,23.4,0.8,6.8,4.7,SW,37,15:05,18.1,69,,SSE,17,1016.6,22,52,,SW,19,1015.7,2/4/2014/4/2014
3/4/2014,Th,15.4,21.4,0,4,4.5,SSE,37,13:50,16.7,55,,S,11,1022.3,20.1,51,,SSE,22,1020.9,3/4/2014/4/2014
4/4/2014,Fr,12.3,21.3,0,2.6,10.9,SW,33,15:47,15,64,,SSE,11,1023.3,20.8,34,,SSE,15,1021.1,4/4/2014/4/2014
5/4/2014,Sa,10.3,22.1,0,,,SE,35,1:50,13.3,66,,WNW,9,1024.6,20.5,37,,SE,7,1022.1,5/4/2014/4/2014
6/4/2014,Su,10.1,25,0,,10.1,NE,28,23:53,16.8,59,,SW,6,1023.7,24.2,32,,WSW,15,1019.2,6/4/2014/4/2014
7/4/2014,Mo,16.8,26.2,0,11.8,0.9,NE,35,11:25,22.6,31,,NE,19,1017.5,24.8,36,,NE,9,1014.7,7/4/2014/4/2014
8/4/2014,Tu,19.5,23.9,1,3.2,0,NNE,24,0:39,21.2,78,,N,9,1016.4,22.3,85,,SSW,7,1014.8,8/4/2014/4/2014
9/4/2014,We,18.5,22.1,15,0.2,0,ENE,22,17:49,19.3,91,,W,2,1016,21.7,72,,ENE,13,1012.8,9/4/2014/4/2014
10/4/2014,Th,18.5,23.4,3.4,1.4,2.7,SE,39,12:55,21.2,84,,W,9,1011.3,22,65,,SSE,17,1010.5,10/4/2014/4/2014
11/4/2014,Fr,15.4,19,0.2,3,1.7,S,41,22:45,16.7,72,,S,15,1018.8,18,65,,S,17,1017.6,11/4/2014/4/2014
12/4/2014,Sa,14.4,21.1,0,,8.1,SSE,28,9:48,15.5,58,,SSE,15,1022,20.8,45,,SSE,11,1018.6,12/4/2014/4/2014
13/4/2014,Su,9.4,21.5,0,,9.6,SSE,33,14:41,16.1,71,,NNW,7,1021.8,20.7,48,,S,17,1020.3,13/4/2014/4/2014
14/4/2014,Mo,12.6,21.9,0,7.8,10.4,SE,44,9:51,18.4,49,,SSE,13,1023.2,21.7,35,,SSE,15,1021.3,14/4/2014/4/2014
15/4/2014,Tu,12.2,22.5,0,4.4,10.8,SSE,28,10:40,18.3,50,,E,11,1024.1,21.7,40,,ESE,11,1021.1,15/4/2014/4/2014
