Date,Day,Minimum temperature (°C),Maximum temperature (°C),Rainfall (mm),Evaporation (mm),Sunshine (hours),Direction of maximum wind gust ,Speed of maximum wind gust (km/h),Time of maximum wind gust,9am Temperature (°C),9am relative humidity (%),9am cloud amount (oktas),9am wind direction,9am wind speed (km/h),9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa),
18/4/2014,Fr,13.5,26.5,0,2.2,10.8,WSW,35,11:03,16.7,68,2,WNW,15,1016.3,26.1,31,3,WNW,13,1011.7,
19/4/2014,Sa,15,22.7,0,3.8,10.7,SSE,41,14:36,19.2,60,1,SSW,17,1016.4,20.8,42,1,SSE,22,1014.8,
20/4/2014,Su,13.2,22.9,0,5.2,10.4,WSW,28,23:24,16.3,61,3,W,17,1018.4,21.9,56,1,ENE,17,1014.7,
21/4/2014,Mo,13.2,25.3,0,4,9.7,W,35,8:15,15.9,48,1,W,20,1021.1,24.4,31,3,ESE,15,1018.5,
22/4/2014,Tu,12.4,25.8,0,4,7.9,W,20,7:10,15.8,67,7,WNW,17,1018.7,24.4,32,7,W,11,1014.9,
23/4/2014,We,13.4,26.1,0,4.2,9,W,24,7:49,17.6,59,7,W,20,1017.6,24,36,3,ESE,13,1014.9,
24/4/2014,Th,14.1,29.9,0,3.8,9.1,SE,41,22:31,19.3,53,6,WNW,15,1013.7,28.9,28,7,WNW,6,1011.3,
25/4/2014,Fr,17.6,20.9,6.8,4.6,3.2,SSE,39,2:33,17.7,84,8,S,7,1023.2,20.7,67,1,ENE,15,1019.2,
26/4/2014,Sa,15.5,23.1,9.2,2,1.2,S,30,23:59,18.2,72,7,N,7,1015,22.6,63,7,WNW,6,1011.5,
27/4/2014,Su,16.9,17.9,0.4,2.2,0,SSW,35,6:33,17.9,83,5,SSE,19,1023.5,17,87,7,S,15,1023.1,
28/4/2014,Mo,15,20.6,20.2,1,2.8,W,20,0:21,17.4,75,6,W,11,1025.9,20.4,67,6,NNE,11,1022.1,
29/4/2014,Tu,14.9,25.7,0,3,8.5,NNW,31,11:17,18.4,71,1,NNW,13,1017.7,23.6,61,7,NE,15,1013.3,
30/4/2014,We,18.2,25.3,3.4,5,7.1,WSW,44,13:43,18.6,83,7,WSW,15,1012.5,24.3,28,2,SSW,20,1011.4,
1/3/2014,Sa,18.2,22.7,10.4,1.6,0,NNE,26,16:09,19.6,90,7,WNW,2,1020.5,22,75,8,ENE,11,1019.1,
2/3/2014,Su,17.9,22.8,6.6,2.4,1.2,ESE,41,18:52,19.3,85,7,SSW,11,1020.3,19.8,86,8,S,17,1020.6,
3/3/2014,Mo,18.8,26.3,4.6,3.8,3.8,ESE,37,11:43,21.7,70,3,WNW,11,1024.8,22.2,75,7,SE,11,1024.5,
4/3/2014,Tu,19,25.4,1.4,2.6,3.3,ENE,22,20:35,20.9,83,7,WNW,7,1026.1,24.7,58,7,E,11,1023.7,
5/3/2014,We,18.1,27.5,0.2,4,7.7,S,50,15:46,21.9,69,1,WNW,4,1018.6,26.6,62,3,NE,15,1014,
6/3/2014,Th,21,26.8,1.6,7,5.8,SSW,46,2:50,22.3,75,7,SSW,20,1018.6,25.8,58,7,S,22,1018.3,
7/3/2014,Fr,19.3,26.9,0.2,5.2,7.5,NNE,31,19:06,23,69,4,WNW,13,1020.3,25.7,64,5,E,20,1018.7,
8/3/2014,Sa,21.6,27.2,0,5.6,8.9,ESE,39,17:27,23.8,63,7,NNE,13,1022.6,24.7,64,2,ESE,22,1021.5,
9/3/2014,Su,19.6,27.1,0,6.4,11.1,E,31,13:21,22.8,68,4,W,6,1023.6,25.7,53,3,E,20,1020.9,
10/3/2014,Mo,21.9,27.5,0.2,6.8,11,ENE,37,12:31,25.6,60,3,NNE,11,1023.4,26.4,55,2,E,26,1021.5,
11/3/2014,Tu,19.6,27.8,0,8.6,10.8,NE,35,12:49,22.8,67,1,W,9,1023.6,26.3,46,1,NE,20,1021.3,
12/3/2014,We,19.2,29.2,0,8.2,6.2,SE,37,20:37,22.1,69,6,WNW,7,1018.1,27.6,52,7,E,11,1015.4,
13/3/2014,Th,18.5,27,27.8,7,6.2,S,44,0:08,19.6,81,6,SW,15,1020.4,26,56,3,SE,15,1018.2,
14/3/2014,Fr,19.3,26.3,0.2,4,7.9,NNE,43,20:02,22.7,70,6,NNW,7,1018.4,25.2,55,1,ENE,30,1014.7,
15/3/2014,Sa,19.5,26.6,0,7.8,5.8,WSW,91,16:37,22.5,64,4,NNW,7,1013,25.8,62,7,NE,17,1008.4,
16/3/2014,Su,19.2,29.3,5.4,5.8,5.8,W,57,11:41,24.2,57,2,WNW,9,1005.5,22.5,74,7,WNW,13,1004.7,
17/3/2014,Mo,15.1,28,5,6.2,11.2,NNE,35,18:20,19.4,47,1,W,15,1016.9,27.5,25,1,ENE,26,1015,
18/3/2014,Tu,16.1,29.7,0.2,7.2,10.4,NE,31,13:42,19.9,58,1,W,19,1021,28.7,33,5,NE,19,1018.7,
19/3/2014,We,19.6,27.9,0,6.6,10.1,S,48,14:14,23.9,66,1,SSW,13,1023.9,27.8,57,6,SSE,26,1023.6,
20/3/2014,Th,21.7,27,0,6.2,9.2,E,33,15:42,25.5,58,3,Calm,,1026.9,26.4,54,3,E,22,1024.2,
21/3/2014,Fr,20.4,26.8,1,6,5.2,NE,39,18:33,21.7,75,7,NNE,6,1022.5,25.2,58,4,ENE,19,1018.9,
22/3/2014,Sa,18.7,26.7,0,6,9.5,SSW,37,21:59,23.6,68,3,ESE,6,1017.8,25.7,60,2,ENE,20,1014.5,
23/3/2014,Su,20.3,27,0,5.2,7.2,NNW,41,21:09,23,70,3,SE,6,1017.6,25.7,63,7,ENE,19,1013.2,
24/3/2014,Mo,20.1,23.2,0.4,6.2,0,W,54,12:32,20.3,79,8,SSW,24,1016.4,17.5,89,8,W,31,1015.3,
25/3/2014,Tu,17.1,25.2,6.8,4.2,6.5,ESE,35,15:08,19.8,82,1,W,11,1020,24.7,67,7,ESE,9,1019.6,
26/3/2014,We,19.7,24.9,0.6,2.8,0,NE,37,18:42,21.2,89,7,WNW,11,1022.5,24.4,72,7,E,9,1021.2,
27/3/2014,Th,20.6,22.2,18,2.8,0,N,35,11:45,21.2,89,8,NNE,2,1022.3,20.3,77,8,N,7,1020,
28/3/2014,Fr,18,24.7,7.4,1,0,WSW,26,22:30,18.7,84,7,WNW,13,1017,24.3,66,8,WSW,11,1013.3,
29/3/2014,Sa,18.7,25.7,0.8,3.6,5.6,SSE,41,11:47,20.6,80,6,W,15,1015.3,24.4,59,7,SSE,24,1015,
30/3/2014,Su,19.4,27,0.2,3.6,10.1,SE,35,18:57,22.4,69,3,WNW,11,1020.1,27,55,3,ESE,22,1019.2,
31/3/2014,Mo,17.5,25,3.6,5,10.2,W,26,0:50,19.6,79,3,WNW,15,1022.4,23.5,64,6,ESE,15,1019.7,
1/2/2014,Sa,21.7,28.7,0,11,10.6,SSE,37,1:53,23.6,72,6,SSW,17,1015.2,26.6,59,3,ESE,17,1012.6,
2/2/2014,Su,22.3,27.4,0,7.2,12.7,NE,43,9:42,24.6,67,3,NE,22,1015.6,26.4,55,1,NE,26,1014.3,
3/2/2014,Mo,21.3,27.1,0,12,11.6,NE,56,16:20,24.9,55,1,NNE,26,1015.7,25.9,51,0,NE,33,1012,
4/2/2014,Tu,20.7,25.2,0,12,1.2,SSE,61,16:39,25.1,62,7,ESE,17,1017.1,19.5,83,8,S,31,1019.4,
5/2/2014,We,17.5,24.5,3.2,5.2,3.1,SSE,41,9:06,20.6,59,6,SSE,26,1023.9,22.7,46,7,SSE,26,1022.3,
6/2/2014,Th,17.1,23.3,1.2,7.2,3.2,E,26,15:21,19.2,67,8,WSW,11,1020.3,23.2,48,7,ESE,17,1017.7,
7/2/2014,Fr,15.5,25.4,0.2,4.2,12.3,ENE,41,15:18,19.6,63,1,W,11,1017.7,25,52,1,ENE,30,1015.2,
8/2/2014,Sa,19.4,27.3,0,9.2,12.1,NE,44,14:14,24.3,59,0,SE,2,1018.1,25.9,53,0,NE,26,1016.3,
9/2/2014,Su,20.6,27.6,0,9.6,12.9,NE,48,18:06,24.6,63,2,ENE,9,1018.9,27.1,52,0,NE,22,1015.4,
10/2/2014,Mo,20.6,27.2,0,10.4,0.2,SSE,59,2:49,20.8,83,8,SSW,20,1019.5,25.5,54,6,S,17,1017.5,
11/2/2014,Tu,20.1,27.7,0,7.2,4,SSE,31,1:25,22.4,72,8,S,4,1017.6,25.9,60,2,SE,13,1014.6,
12/2/2014,We,22.1,26.3,0.2,6,4.3,ESE,33,12:17,23.5,78,7,ESE,19,1016.5,25.8,68,7,ESE,22,1015.6,
13/2/2014,Th,21.5,27,3.4,4.6,7.5,ENE,39,15:58,25.1,66,4,NE,11,1015.1,25.6,64,8,E,28,1011.3,
14/2/2014,Fr,20.8,23.5,1,8.8,0,ENE,28,17:48,21.6,81,8,NNE,6,1008.1,22.8,79,8,ENE,17,1006.4,
15/2/2014,Sa,20.9,24.9,1,2.2,0,NE,26,10:30,21.5,88,8,E,2,1003.7,23.1,82,8,ENE,17,999.5,
16/2/2014,Su,21.4,25,6,2.4,0,SSE,54,12:42,24.7,78,8,S,6,999.5,21.5,83,8,SSE,24,1001.6,
17/2/2014,Mo,18.4,26.4,21.8,7,8.3,SSW,31,23:57,19,90,7,SSW,13,1013.5,23.7,56,4,ESE,20,1013.3,
18/2/2014,Tu,18.9,24.7,0,2.4,2.7,E,26,16:05,20.6,77,7,NW,4,1013,23.9,68,7,E,13,1009.9,
19/2/2014,We,20.5,29.1,0,2.2,1.8,NNE,35,19:15,23.8,81,7,N,11,1004.8,23.5,82,8,W,13,1002.1,
20/2/2014,Th,20.4,29.1,13.2,4.2,11.2,WSW,33,2:15,22.2,52,5,SW,7,1007.8,25.6,40,2,ESE,17,1007.9,
21/2/2014,Fr,18,27,0,11.4,11.9,ESE,41,13:52,21.1,33,1,W,20,1016,24.4,44,1,SE,28,1015.8,
22/2/2014,Sa,19.5,24.7,0,5.8,9.2,ESE,33,12:30,22,63,7,SE,9,1020.3,23.1,56,4,ESE,24,1019.2,
23/2/2014,Su,19.6,26.5,0,8,10.7,SE,37,11:46,23,50,1,SSE,24,1023.4,24.2,51,2,SE,20,1021.8,
24/2/2014,Mo,19.1,26.4,0.2,6.4,11,ENE,33,16:14,21.7,68,2,WNW,9,1020.7,24.9,59,1,E,19,1018.2,
25/2/2014,Tu,19.5,26.7,0,7.4,11.8,NE,50,17:58,23.2,72,3,NNW,6,1017.9,26.1,54,1,NE,30,1013.6,
26/2/2014,We,19.7,32.4,0,9.8,6.2,SSE,43,16:17,25.1,59,6,ESE,7,1011.8,30.3,44,7,ENE,17,1010.1,
27/2/2014,Th,20.3,22,4.4,5.2,0.2,S,44,8:21,21.7,82,7,S,24,1017.3,21.2,78,7,SSE,26,1019.2,
28/2/2014,Fr,19.3,21.6,2.4,3.2,0,SE,44,10:42,19.7,86,8,SSE,20,1022.7,21,68,7,SSE,20,1022.5,
1/1/2014,We,20.5,27.1,0,7.4,5.9,,,,24.4,58,5,NNE,13,1014.6,24.9,62,8,NE,24,1011.3,
2/1/2014,Th,22.3,36.5,0,8,3.5,WSW,52,13:51,27.1,50,7,ESE,6,1003.6,34.5,22,7,WSW,33,1002,
3/1/2014,Fr,21,26.2,0.2,5.6,5.6,ENE,37,12:44,22.2,62,7,ENE,13,1005.3,24.8,52,6,ENE,26,1000,
4/1/2014,Sa,20.1,27.5,0,7.4,11.2,S,57,3:00,22.9,60,1,SSW,17,1003.4,24.6,54,1,E,22,1002.3,
5/1/2014,Su,20.8,26,0,8.2,12.2,NNE,59,17:36,24.2,63,6,NNE,9,1010.5,24.9,70,2,NE,22,1005.7,
6/1/2014,Mo,19.6,32,0,9.4,12.8,W,43,8:42,25.3,30,1,WSW,17,1008.9,28.9,26,1,SE,26,1007.3,
7/1/2014,Tu,18.3,21.6,0,11.4,1.7,SSE,44,8:47,20.9,55,5,SSE,26,1018.3,19.5,63,7,SE,13,1019.4,
8/1/2014,We,16.2,22.3,5.8,7.6,0.4,SE,35,2:47,18.3,68,7,SE,11,1023.7,20.5,60,7,SE,15,1022.4,
9/1/2014,Th,18.1,23.2,0,3.8,2,E,33,15:03,21.1,49,7,ENE,17,1024.3,22.4,53,7,ENE,20,1023.1,
10/1/2014,Fr,19,25.7,0.4,6.6,9.3,ENE,41,15:46,22.3,66,6,ESE,4,1022.2,23.8,59,3,ENE,26,1019.6,
11/1/2014,Sa,19.1,29.1,0,7.2,10.9,ENE,35,14:42,23.5,65,1,W,6,1018.9,27.4,49,2,NE,17,1014.6,
12/1/2014,Su,21.1,28.8,0,10.4,10.3,ESE,39,16:57,24.8,71,2,ENE,9,1017.7,26.1,61,3,ESE,19,1017,
13/1/2014,Mo,19.7,26.8,0,7.6,11.5,ESE,33,15:47,21.9,66,6,SW,7,1021.9,24.7,53,2,ESE,17,1020.2,
14/1/2014,Tu,18.3,27.5,0,7.2,12,ENE,44,14:47,22.8,59,4,W,7,1022.3,26.2,53,0,E,30,1019.7,
15/1/2014,We,21.2,28.8,0,10,12.8,NE,56,17:57,25.6,62,0,ESE,2,1021.7,28.2,53,1,NE,22,1018.2,
16/1/2014,Th,21.1,28.1,0,10.8,13.1,ENE,41,13:47,25.3,64,0,ENE,9,1019.2,27.3,58,0,ENE,28,1016.6,
17/1/2014,Fr,21.3,27.7,0,10.4,12.8,NE,52,17:37,24.2,67,2,NNE,6,1016.7,27.2,57,0,NE,26,1014,
18/1/2014,Sa,19.3,28.7,0,10.6,13.1,NE,52,16:49,25.1,65,0,ENE,7,1012.6,28.3,51,0,ENE,22,1009.4,
19/1/2014,Su,21.2,29.4,0,10.8,6.1,SSE,37,15:54,24.9,65,7,SE,6,1010,26.4,60,6,SE,20,1008.9,
20/1/2014,Mo,21.7,25.9,0,4.2,2.8,S,37,16:57,24.1,71,6,SSE,11,1009.2,25.1,65,7,ESE,24,1008,
21/1/2014,Tu,19.8,25,5,5,0.6,E,33,6:37,21.6,79,7,E,20,1010.2,23.9,68,7,E,15,1008,
22/1/2014,We,19.8,22.8,3,2.8,0,SSE,43,10:12,21.8,74,7,SE,15,1017.7,22.3,60,7,SSE,24,1019.9,
23/1/2014,Th,20.2,24.7,0.2,4.4,4.6,E,31,23:48,22.4,60,5,E,20,1023.2,23.5,54,7,E,20,1021,
24/1/2014,Fr,19.7,26.3,0,7.4,1.5,NNE,52,15:36,23.9,69,8,NNE,20,1014,26,61,8,NE,28,1008,
25/1/2014,Sa,19.3,25.3,2.4,5.6,8,SE,56,13:51,22.5,63,4,S,20,1012,23.3,45,4,SSE,37,1014.8,
26/1/2014,Su,17.2,22.3,0.2,8.6,2.3,SSE,31,2:04,18.1,77,7,SSW,7,1023.8,21.1,48,7,E,19,1024.1,
27/1/2014,Mo,16,25.5,0.2,3.6,12.7,NE,44,16:13,20.6,56,3,W,13,1024.4,24.7,52,3,ENE,26,1022.3,
28/1/2014,Tu,19.6,26.5,0,9.4,13,NE,57,16:54,24.7,45,1,NNE,17,1021.5,25.5,56,1,NE,28,1018.4,
29/1/2014,We,20.3,29.1,0,12,13,NE,44,17:15,24.5,54,0,NNE,6,1017,29,45,1,NE,20,1014,
30/1/2014,Th,21.7,27.9,0,9.6,13,NE,52,11:39,25.2,56,3,E,13,1019.9,27.6,44,0,NE,30,1016.8,
31/1/2014,Fr,20.3,28.3,0,12.6,13,NE,44,14:10,24.7,51,1,NE,17,1014.9,27.2,45,1,NE,26,1012,
